Tweet ID,Text,label
1235726240142614528,coronavirus is not xenophobic or racist and will get you no matter what. it doesn't give you a reason to be any of those things. this is a pandemic that can and will affect everyone. stop. targeting. asians.,0
1250702028227084288,Coronavirus Live Update in Pakistan 2020  Coronavirus Live Updates in Pakistan: Covid-19 is a disease caused by SARS-CoV2 virus. And start spreading in December 2019 from Wuhan in China. Covid-19 is named by World Health Organization as its acronym based on Coronavirus disea… https://t.co/gPIKbWU2I1,0
1241856243389665281,What?!  Americans have to go to work wearing a mask after being in contact with someone with covid 19?!  Outrageous,0
1232134892395409410,@MSNBC @CNBC CORONAVIRUS UPDATE:  MUST WATCH VIDEO: BIGGEST WARNING OF YOUR LIFETIME!THERE ISN’T MUCH TIME LEFT! #coronavirus #COVID19 #Coronavirius #COVID #coronavirususa #CoronavirusCoverup #virus #viral #ChinaVirusSesungguhnya #Chine #whotwi   https://t.co/IQpH1yC2sO,0
1244305480756969472,"@CNN Wuhan Flu, WuFlu, KungFlu, Chinese Virus, whatever. You can bet your ass if it originated in NYC or Philly or Chicago the city would be part of the name.",0
1232259093131337728,GOVERNAMENT CHINESEEEE IS A PROBLEM FUCK ALL    #coranavirusitalia #China #ChinaVirus #coronavirus  IS NOT ITALY PROBLEM https://t.co/le77cuP1NE,2
1238550122964885506,@jsolomonReports Our amazing POTUS will beat this #WuhanVirus and then punish CHINA for unleashing this… https://t.co/F3NDRWUNQh,0
1232422497112510464,@AliceAvizandum @JaneOst_ @commieberry kinda fucked up the egg had coronavirus,0
1244909504581402624,@MehreenFaruqi You’ve got to be Faruqin kidding me? Mehreen is she serious? You expect Aus taxpayers to fund international students!? @Greens really are retarded. #auspol #ChineseVirus #coronavirus,0
1229659140160708609,"HP ZBook 15v G5 Intel Core i5 8th Gen with 8 CPUs 8GB RAM 1TB Storage 4GB nVidia Quadro P600 (GDDR5) Kes.83,000/-… https://t.co/aFmIqbXKcJ",0
1239415958994694146,9. The Chinese government says it is a bioweapon. They are just claiming that the U.S. released it. They are treati… https://t.co/Bvu13a7V5s,0
1246435376778149888,"@chaniapost Say to China:not to eat animals/not to kill animals Eating animals,animal“products” make sick/die:corona virus God sees everything.Coronavirus because people/are cruel to animal FORBID EATING ANIMALS FORBID CRUELTY TO ANIMALS  FORBID KILLING ANIMALS URGENT https://t.co/r7SuOODD0H",0
1222222855972311040,Was the #coronavirus planted in China by US operatives? https://t.co/KqqurjtQDC,0
1245036209593868294,If you let the #ChineseVirus establish a Critical Mass in a High Density Area... the benefits of Seasonal Change in SLOWING the Spread will be diminished Be Aggressive Early Slow the Spread Buy Time Your area does NOT need to be #NYC (they Fucked up big time) https://t.co/n6NlWcYxwG,0
1230313284437409792,Ayeeee!  Get ready! #LayNewCharitySong  @layzhang @lay_studio,0
1233637273620471808,@Jay_Qi37__China @EnzoMazak @eille68577793 @andrewbogut Your country ruins the world.  Heard of corona virus. Hope it's wipes out u shit cunts,2
1244234722689142790,Chinese virus then defective masks fuck china,2
1242723377774653440,@China_Amb_India world (specially india) never forgive chinese people because chinese governance playing a dirty ga… https://t.co/OiGI1l3TQx,0
1249375808197623809,@yayalipinc Many Thais support anti-China and Taiwan HongKong independence. And called the virus Chinese virus.  It's so fucking funny.  In Europe and America this is called the Asian virus.,0
1232282471217192960,@SykesCharlie #RushLimbaugh should fly his fat ass to Wuhan and hangout for 48 hours. If Coronavirus is “just the common cold”. Bet his chicken ass he won’t. Spreading disinformation like this is the Russian thing to do. Don’t be fooled. #GOPBetrayedAmerica #GOPCoverup #Coronavirius,0
1237897676357697536,Hey China thanks for literally fucking up the planet with your constant pandemics. #COVID19 #THANKSCHINA,2
1247593587602329600,"Pls retweet: @Forbes writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA's, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. @eugenegu #becool2asians #frontlineworkers #COVID19 https://t.co/su4oYPmKtk",1
1249028927026352130,@McDonalds @McDonaldsCorp Racism in China is the Covid-19 help you're giving out? #IamNotAVirus https://t.co/lnAwY8wAqc,1
1235337135470895107,This has gone too much too far and too disgusting! Fk you for being so racist to Asian.,0
1232416225378041857,"The coronavirus started in a BILL GATES COMPANY lab in China, then purposely leaked out to kill   Now how did it get into other countries?   👉🏾ALL NATIONS OF THE WORLD WORSHIP THE BEAST!   So they all have the same plan to kill billions in depopulation   Including the USA 🇺🇸",0
1237928944826908673,@Acosta @ChrisCuomo @CuomoPrimeTime   These two just can't get anymore ignorant!!!!!!! Fredo and little whiny bitch!!!  #WuhanVirus,0
1232182213527076865,"@KatSiberia The question is, if one infected person or dog has their literal shit / excrement end up in that lake, how many PPM of #Coronavirus does it take to get someone infected? If it's a bioweapon, maybe only 1 virus. 1 super spreader could doom 5M ppl, theoretically.",0
1245722072887803904,I keep hearing/reading about Asians being verbally and even physically attacked. All I have to say is this:  #RacismIsAVirus,1
1238373939702792193,Best tweet of the year,0
1246125547962470404,The hypocrisy of the left calling people racists over the name Chinese Virus.   But literally teach in schools how the WHITE MAN brought disease. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,0
1245002984238407687,@AdamYoungHK @StandNewsHK Fuck all fake rubbish 76 ass hole hk fucking popo wish all they can get corona wuhan virus asap and die immediately,2
1240651898484596738,"@toddstarnes There is no such thing as a “Chinese virus”, bet you’d be shocked to learn Spanish flu didn’t start in Spain",0
1243316826425221120,Yang said organizations such as the @NAACP_LDF and the @CAIRNational have issued statements condemning anti-Asian racism in the wake of the #coronavirus pandemic.  https://t.co/eJsV5eztiY @CAAsanfrancisco #StopAAPIHate @RepJudyChu @NAPABA https://t.co/6sB2bv8PXD,1
1244426009551802371,@DonaldJTrumpJr If they would’ve put half the effort into the Chinese virus they did on the disgusting impeachment shit who knows what could’ve been accomplished already!,0
1232396889355640832,VIDEOS: China Turns to Robots in Coronavirus Control - https://t.co/pb246Pyztk  #COVID2019 #COVIDー19 #Coronavirus #Virus #China #Chinese #WuhanVirus #Wuhan #Coronavirius #7UMMIT #Disease #Health #7UMMIT #Robots #TechNews #AI #Tech https://t.co/mbmLKdBaWd,0
1243387874021527553,"Valerie Chow was mobilizing her tv production co, Thirsty Tiger to launch #becool2asians + combat anti-Asian COVID-19 hate when she was attacked for being Asian. She’s now channeling fear + anger into producing positive messaging about the Coronavirus. Stay tuned for our videos! https://t.co/1gZUy0AfMv",1
1230619136641916930,I want you to handcuff me and fuck me properly. #Irvine  #nudemodel #coronavirus https://t.co/dpAGLPRw3L,0
1240612147626782721,Quick calling it a Chinese Virus. This has the potential to cause people to wrongfully discriminate on people of As… https://t.co/vfK9Zm3pqn,0
1245072394919829505,"@writernthedrk @cruel_jewels This is so fucking dumb, this virus has caused unnecessary hate towards the Chinese race as a whole. Not every single person who’s Chinese has the virus, when will people learn smh It comes off as very ignorant",1
1245089203081424896,"@RWPUSA @realDonaldTrump Although it doesn’t sound right to say “Chinese virus”, the origin of the Virus is animal (days, cats,bats,rats,snakes,etc) meat market in Wuhan.The virus transferred from animal to human, and then,from human to human. Thus,Chinese people should change their eating habits.",0
1244434146346188802,STOP CALLING COVID-19 THE “CHINESE VIRUS” THE FUCKS WRONG WIT YA,1
1224289594780286976,Outbreaks of xenophobia in west as coronavirus spreads | The Guardian #IamNotAVirus #IamNotEvenChinese  https://t.co/tEkf2qdk8y,1
1245079952183177219,Speak up against the anti-Asian racism hate by signing this statement. Your voice matters.  #iamnotavirus  https://t.co/FtActfJhSU,1
1244614381469663232,@CNET Fuck chinese editors!  https://t.co/1Z3jf2Tf1d  #ChineseVirus  #COVID19  #coronavirus,2
1230354138329997312,I AGREE WITH @SenTomCotton  THE CORONAVIRUS MORE THAN LIKELY IS MAN MADE @CNN WOULD PROTECT THEIR FRIENDS CHINA &amp; THEY HATE PRESIDENT TRUMP &amp; AMERICA. CHINA HAS BEEN STEALING OUR TECHNOLOGY  &amp; WOULD DO ANYTHING IN THEIR POWERS TO DESTROY AMERICA 🇺🇸,2
1240505396965638144,Keep pressing him.  #Bigotry #ChineseVirus #IamNotAVirus https://t.co/9Cc6B18X2e,1
1248291619293425665,@OldGeorgeWash @CCTVAsiaPacific Most are business men that went to buy goods from #Guangzhou #china #RacismIsAVirus,0
1243586181645959171,Thanks @fatjoe &amp; @AndrewYang for addressing this!  #WashTheHate #HateIsAVirus #CrimesAgainstAsians    https://t.co/J8Sz6zqpaC,1
1226942099582570500,@Jerusalem_Post It’s a shame just to think about it. What a bullshit! Obviously a chinese virus.,0
1230828275473272834,Have a read: https://t.co/SHlemNrqZq statement maps how #coronavirus #COVID19 epidemic has been racialised particularly in UK contexts &amp; sets out some proposals for how to unracialise.  #antiChineseracism #IamNotAVirus,1
1232989734235852800,"@FriedTurnipStew @jtown1970 @BradNeubauer @meowmix67 @LuluElvis @Padresforthewin @ChadPergram The “decoupling” from China is a fucking disaster, chief, and Why do think 2018 was the worst year for the stock market since the start of the last  recession? The coronavirus has just made the shit sandwich that that deranged bankruptcy expert  got us into worse",0
1230437310182850560,"WHO confirms over 2,000 coronavirus fatalities as two quarantined cruise ship passengers die https://t.co/Xf6k0h0Qqk",0
1238094766610546689,China sucks dick and so does 90% of other countries in the world. Call me xenophobic 🤷🏻‍♂️,2
1245984716290805763,"@SJOnlinekyle @eddieacworth @CCollins0917 @Gators_Doug @jimmy12985 @ClayTravis okay well maybe in the next two months, it will kill more than the flu.  But for now, I'm sad to report to you, the flu has killed more.  I know you're instructed to only care about the chinese virus deaths but OK.",0
1246067351256068100,"@fleetwood_gb What's the problem? You hate Chinese bcz you think that this virus only because of them? I'm sorry, but are you blind ?? All people know that this virus is a political war. And government tries to distract people to do their thing. THEY KILL PPL, NOT ONLY CHINESE!!!",1
1245036409355997185,@Chicagoway_ @LqLana @ConjureBlk @TalibKweli Keep proving me right So you now fully accept cHinEsE vIruS is racist? But you think it's OK because SOME Asians are anti black? You keep exposing your desperate deluded brain,1
1230489380969566211,@ericbolling @realDonaldTrump @dccc @GOP @WalshFreedom @CNN @MSNBC “DearPres.#TRUMP You did a great job&amp;it will take years4people 2 understand how much you 💖 #America&amp;the world #Patriots. This is certainly the right way2fight terrorists.The people of #Iran appreciate you4killing #Soleimani.” @ReStartLEADER 🌚#CORONAVIRUS https://t.co/cwX6jjFrwO,0
1242933361913536513,"The People’s Collective for Justice and Liberation presents a Townhall on Anti-Asian Racism: Race, Struggle and Solidarity in the Time of A Global Pandemic Sat 3/28 from 3-5pm PST/6-8pm EST RSVP Here: https://t.co/imGx41tUfv  #Coronavirus #COVIDー19 #RacismIsAVirus",1
1242065438969864195,If only Piers Morgan had used his powers for good not evil before,2
1237596625876312064,"16 countries shut down schools NATIONWIDE. AMERICA? We have a fucking severely mentally ill idiot, who DOES NOT CARE AT ALL ABOUT ANY AMERICANS including his own family.  He was off GOLFING YET AGAIN while every OTHER COUNTRY TAKING ACTIONS TO GET A GRIP ON #CORONAVIRUS CRISIS.",0
1245436433965277184,@yaboyabz I'm not talking about the church closing I'm talking about blaming the Chinese government for the plague like yeah their actions and shit was questionable but did they create the virus?,0
1239919304130387969,The President of the US calling COVID-19 the ‘Chinese virus’. Why does that not even surprise me at this point 🙄,2
1245351953355493379,I watched two episodes of Tiger King and I honestly don’t get the hype. It’s 2020!! There is much crazier shit going on than this and the Chinese Virus isn’t one of them.,0
1233136273742655489,"@michalrozworski This issue has to be addressed now, if there is to be any hope of containing the spread and the si… https://t.co/if0D3KQYrC",0
1244614319934967809,@CNET Fuck chinese editors!  https://t.co/1Z3jf2Tf1d  #ChineseVirus  #COVID19  #coronavirus,2
1243318352933564416,"@smh Second anti-Chinese article today, what do you want? Is your press owned by Donald Trump? Are you provoking a race war or would you prefer everyone is united and fight against COVID19 and recover the economy asap #racism #RacismIsAVirus  @ScottMorrisonMP @AnnastaciaMP @GladysB",1
1225858274731397121,#IAmNotAVirus: The internet is fighting rising anti-Chinese sentiment over the #coronavirus outbreak. https://t.co/wmeyFRH1uw,1
1240349128028274694,@CountDankulaTV Calling it the China virus is a deliberate attempt to shift blame from a country’s own government t… https://t.co/wXK8uVBMbF,0
1246190880639385606,"People have got to STOP calling this the Chinese Virus! It’s racist as hell &amp; gets people of Asian decent who were born in America beat up &amp; killed! Shows that @realDonaldTrump is a RACIST THUG! He “says” he does, but how do we know! Charges Secret Service Double @ his Hotels!",1
1231391009961103360,Check this guy out living in Wuhan. His info coupled with other shit I’ve found makes me truly believe that the Coronavirus is not only a bio weapon but the death toll is at least 50k. Pretty scary shit,0
1230388499792220163,To all the Xbots that couldn’t control your fanboyism over the Coronavirus I thank you. Now when I thrash shit games Microsoft makes I have receipts of who’s truly toxic if you get triggered over it. I appreciate you all. https://t.co/A3kfp7NB4j,0
1246150567015124992,"The #ChinaVirus morphing into just another form of racial socialism. In a diverse society, whitey always must pay!",0
1241063845587603458,@morethanmySLE #RacismIsAVirus Asian Americans and in general Asians around the world are being attacked because of this!,1
1230288781649031169,"I hope nobody actually needs to be told this, but: odds of someone catching the coronavirus from American/Canadian Chinese restaurants are about as slim as catching it from literally anyone else here. The idea that people should avoid them is not only unfair but fucking asinine.",1
1230338380266758144,@nvdems @SteveSisolak @GovSisolak Steve Sisolak is a FUCKING ASSHOLE!!! He has ignored this #WheelchairUser FOR A YEAR &amp; he protects #coronavirus NVDHHS Director THIEF #RichardWhitley!!! I NEED HEAT/FOOD!!! #NVCaucus GoFundMe/Video:https://t.co/Egn35Gzyye. UNREAD Sisolak Email:https://t.co/z28sEfv2Uc.,0
1246556275355406338,"@KFILE @kayleighmcenany The reason Pelosi said “come to Chinatown” is because racist trump was calling it the Chinese virus and his stupid followers were blaming Chinese Americans.  BTW, Trump is xenophobic.",1
1245384161994686464,"@_naimani No, calling it the Chinese Corona Virus is not racist. Historically speaking, diseases of this magnitude are named after the country or region they originate from. Also, whats wrong about holding the country accountable for their lack of food and animal regulation since its been",2
1246310707718569984,....thighs.... *drooling chink emoji*,0
1232418907887149057,Oh fuck. Y’all should’ve kept that shit right tf in China.,2
1242254603934150656,@SebGorka Yes we have the facts. Racist assholes call it the Chinese Wuhan Virus.   #RacismIsAVirus,1
1232251751035756548,I want some chinamen hella bad I wish this coronavirus shit would die down a little 😂😩 damn,0
1230576894044758017,Oh shit   Two Diamond Princess cruise passengers die from coronavirus  https://t.co/lg0yZmBQmn,0
1230641311226748928,Will Coronavirus throw the US into a recession?  The virus is creating great uncertainty and is disrupting supply chains in Asia.  Trump proposes 16% cut to CDC as number of Coronavirus deaths rise.  Don't be fooled by 45's lies.  #45sFakeEconomy  #wtp2020 @wtp__2020 #wtp218 https://t.co/OU5qy7o4cx,0
1245674642611855364,Dude fuck the Chinese man fuck em and if you think what I’m saying is wrong or rude you’re the problem,2
1230428094684704768,HOE DAN? Wuhan 400: Novel predicted coronavirus 40 years ago. https://t.co/CF5HUKL5nA,0
1247741825101807617,Here’s to the heath care workers facing racism as they save people. #WashTheHate #AsianAmerican https://t.co/dF5QN4NI8U,1
1245474455519989765,@realDonaldTrump @POTUS ENOUGH ABOUT YOUR GREAT RELATIONSHIP w/ the Chinese communist dictator! That THUG is our ENEMY! It's long past time to cut ties w/ China &amp; to quit kissing their ass! You've even quit calling it the China/Wuhan virus! The ussr was an evil empire so is China,2
1230596654484508672,"Just a reminder: if you're upset that a movie in which you've based all of your personal hopes and fears upon isn't doing so well, or is doing too well, you're the reason the coronavirus exists.  Get a fucking grip, already, it's just a fucking movie.",0
1230321735012147203,#BREAKING: Military in #Iran preparing to quratine Qom after two people suddenly died of #coronavirus today. Highways are being shut down. (DEVELOPING STORY) https://t.co/eCib0GwBQc,0
1248379368981671945,"Are you NUTS, sadly of course there have been",0
1230292706414530560,The Gray Plague: What The Fuck Is Going On In #Qom? #CoronaVirus #WuFlu https://t.co/fLczl6XCqc,0
1244642467896410114,@RustyGriswald1 @GovSisolak This is freakin' nuts! Personally sue the racist gov if anyone in your family dies and was blocked this medicine by him. This is criminal and gross negligence. He is probably pissed Trump called it the China-Virus which it is.. not a race but a country. Sisolak's wife is Chinese.,0
1245519906239635457,"@RobertThornber4 @Jjajangbap_kp @ESPN_Esports @INTELCallofDuty @T1LoL @faker @ATLFaZe @SimpXO He isn’t the most dominant, that would be @Crimsix based on stats and championships u spastic😂why tf would I care about some ugly chink on a shite game😂",0
1241030170229846021,"Just turned the TV off. If he's going to keep calling it the Chinese virus, I am not going to listen. #RacismIsAVirus #Covid_19",1
1233173703900397569,"IF THIS GOES ANY FURTHER, WITH CORONA VIRUS; THIS BAD! I'D EXPELL EVERY DANG CHINAMAN, EVERY CHINESE BUSINESS OUT OF OUR COUNTRY! WHAT A BUNCH OF BULL-SHIT! GOVT TOO DAMN SLOW!",2
1230636458656092168,jesus fucking christ can someone explain to me how the State Department and some random Trump appointee (all these fucking people should be named) overruled the CDC??? https://t.co/jhYd4QuJo1,0
1240397882198548484,"@mmpadellan Why did CNN first call this the ""Chinese Virus""?  You are racist to think that way!!!!",0
1241484767826149377,"From @jchenwriter - how #racism has been at an uptick following usage of terms like ""Chinese virus"".  #IAmNotAVirus  https://t.co/x5dzAaiKJZ",1
1244241826971697153,@moonlightdr1ve Mentel banget chink,0
1247815599058796544,"Pls retweet: @Forbes writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA's, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. @eugenegu #becool2asians #frontlineworkers #COVID19 https://t.co/su4oYPmKtk",1
1250910666275209216,"@TrumpWarRoom @realDonaldTrump Chinatown is NOT China you racist mo-fos! Chinese Americans are no more prone to having or spreading covid-19 than any other American, yet because of racists like you they are more prone to being victims of hate crimes!",0
1246565952420003844,Also! I’m sorry about my sudden hiatus the past few weeks! Things have been very stressful here due to Covid-19 Everyone stay safe💕,0
1240630926184308737,It comes from the CCP who made the very contagious deadly biochemical weapon virus. The CCP has enslaved China and… https://t.co/pKWeqpH3JG,0
1245404414820614144,Imagine that. Playing a doctor ruined his ratings. Per shame per sham https://t.co/7UNT6Vx6WW,0
1246306339640377345,"China let this loose on the world they should pay dearly. Bring our damn supply home back to America and Mexico. We shouldn't be trading with communist China. They are not our friends and never will be. Buy America, look at all the labels. Say no to China.",2
1230072523485663232,No more fake news. ▪️ #ChinaLies #CCP #Chinazi #BoycottChina #WuhanCoronavirusOutbreak #AnywherebutChina.▪️ https://t.co/piLneVcegG,0
1232830437321531392,Hey Asshole. Did u see Trumps Presser on Coronavirus? 15 Cases in All of the U.S.. Did you Hear the HEAD OF CDC speak? Vaccine being developed.  Coronavirus cases n China Dropping. Okay now that Iu know the Truth stick your head back up Chuck Schumer's lying Ass.,0
1230592374486831104,how the fuck does this happen   arrest every single one of these people and arrest whoever allowed it to happen https://t.co/xWcFRJ2OWS,0
1218419830874935296,China reports new Wuhan virus cases ahead of key holiday https://t.co/lxDMf3TAcV https://t.co/ds8KUnjWAv,0
1232343696693174272,"Fuck China scums of the Earth disgusting pieces of shit learn how to not kill off your whole population of pigs, chickens, and humans. #coronavirus #wuhanflu #ccp #africaswine #pigs #chickenflu nasty nasty China 🖕 clean your fucking country.",2
1245451152826777607,"@mishacollins The irony is U CAN blame the racist morons 4 listening to 1 racist moron who called it a Chinese flu, instead of what it really is, an indiscriminate virus that will kill anyone in it's path. It doesn't matter where it started. INNOCENT PPL ARE NOT TO BLAME! Stay home! Be safe!",1
1227473285350383616,Freedom and democracy lit a shit bag on Hong Kong’s doorstep and just rang communism’s doorbell in China #StandwithHK,0
1233061692856246274,And Trump said they got this under control and the number of cases is decreasing in China. Why aren’t the Chinese government letting us know for themselves and letting investigations happen when other countries are trying to figure it out. Lying through your fucking teeth smfh.,0
1233628481973407747,It is worrying that the Corona Virus disease is now global  Infections in over 59 countries   While the countries in white are not reporting any infections. More likely that they are not having the process or infrastructure for testing the infection  @thewuhanvirus https://t.co/a7gZFQqfsZ,0
