text,label
antifa is isis isis is cnn cnn is ciasmash !,1
door-to-door identity theft likely under obamacare - journalism,0
cuck : free trade isnt a burden its a blessing and an opportunity for american industry via,0
i heard hunting season has begun for vandals. everyone get your rifles out and get them locked and loaded!,1
correct . so we have to likewise use emotional appeal to frighten our people into choosing sides ultimately .,0
white pride til i die,1
: can you run your own business according to your beliefs ? phoenix law says no h ...,0
What do blacks and this thread have in common? Both are gonna get locked up,1
the usaaf pilot who flew his p - 38 to milan and joined the waffen-ss | read more : via,0
don't think he's ever advocated for a white ethnostate.he is a white identitarian .,0
charlottesville : huge torchlight march & rally via,0
ugh ! rting this moron w / his fat girl again ? ! ? i thought white supremacists believed in superior genes ? sofat,0
"end daca!! taxpayer nightmare! to balance this, we need end chain migration, build wall, e-verify",1
white sharia ?,0
... criticism as islamophobia and / or racist abuse because you are scared .,1
does this pick upset you ? good racist dolts,0
first let germans know who fuhrer was,0
yelling i hate white people and punching one isnt a hate crime canadian judge rules swrm via,0
what 's the best way to wash down five hundred chocolates ? katrina .,1
so you are going to abort your own child for being an inconvenience but you support strangers in romania because they are white ?,0
department of justice and president cuck opening up civil rights investigation into charlottesville via,1
"i say them animals.don't need them here, unless?",1
i love and understand black people but i wont global white ethno-state .,1
10 % weren't . also crime is dropping in nyc b / c black and brown people know the cops are watching them .,1
""" """" : what the world rejected : adolf hitler's peace offers 1933-1939 via """" """" """"""",0
trump so mentally instable calling himself white or american hhahhaha silly human theres no such thing,0
if antifa were the isis of america all you white supremacist wouldn't be here anymore . way more progressive people than white supremacist,0
this isn't going to help people like paul ryan win elections . we need to distance ourselves .,0
no it didn't . nationalism was a response to the french revolution napoleon's continental conquests and industrialization . ...,0
after the smoke clears these racist white folks egging you are going back to the closet . where would,0
aap alleges rs 22000- cr scam in maharashtras power sector,0
a boer fault is how they can trust white ppl . they can very easily trust other white who r non-boers .,1
cuckservatives : glenn beck plans restoring unity rally in birmingham al,0
this human ( not sure actually ) is vile racist pond scum,1
""" by """" independent media """" """" w . means the legacy mainstream media which is upset its customary privileges have been revoked : """"""",0
fair immigration is a branded hate group that's led by a known racist named john tanton . key members are white supremacists .,0
what's rupert going to do for white people like those in his own south africa ?,0
the inner party needs the outer party in order to pretend there is a democracy but i think dems will run horrible candidates and let mccainites win when the dems need to start a war and don't want to be blamed for it . they're the good party for good people after all .,0
stand with trump on military readiness ! sign the petition securitynotsexchanges commonsensedefense,0
in new white house a look at trumps inner circle via,0
the greatest genocide ever ! a billion reasons to stop abortion :,0
on the hbd chick interview | the occidental observer,0
"oh wow a jew made a penis joke, once again u prove how debased your jew brain is hitlerwasright",1
question ? do u like non-white people ?,0
first modi govt shuld take action against those person who internally supporting traitorcongis and saving frm is big loss 4 govt .,0
no brainer - alt right is what's next,0
can't open them . are they videos of you not being racist ?,0
what do you see here ? white supremacy ? theocracy ? racism ? heteronormativity ?,0
great video . rt : black history month and christianity--the faith behind great leaders : via,0
: swedens population growth 2nd highest in eu due to mass muslim migration not birthrate,1
""" rt al-azhar complains of """" zionist plot """" """" to defame islam divide arab world islam islamophobia """"""",0
idaho family of child raped by muslim migrants treated like criminals by police and media via,0
the northwest front . no queers . no jews . no mudsharks . just right .,1
or for any white really if you want to check out what's happening in america with us go2,0
all white people lets make america better by supporting the and if any of the anp run for president or congress vote for them .,1
hunter i was there . we triggered tf out of them .,0
no way should we let 2 million daca into our country . let them come back to become legal citizens .,0
new black on white guy mob attack could be repeat offender usofbra,0
wheres the white caucus ? oh right that would be racist,0
russian antifa is the biggest pile of faggots in a whole world . sad !,1
""" rt : in america any group of organized whites is going to be called """" nazis """" """" regardless of their optics . """"""",1
tim wise event at hofstra university is a flop,0
""" rt """" in 1960 the population of the united states was 85 % white ; by 2060 it will be only 43 % white """" """" """"""",0
white minority eradication :,1
white man 2016,0
automobile engineer ferdinand porsche presents hitler with a convertible volkswagen for adolf hitler's 50th birthday .,0
"I wish you'd stop calling me a feminist. I'm not a feminist. It's really insulting. I love all that traditional woman stuff, cooking, cleaning, like that.",1
 : white genocide accelerates in sweden : university removes all portaits of white male professors,1
what she really means is your white allah will judge you and non-believers have no morality . ;) :,1
"so sick of this shit, wtf is 'native american', you know how many people lived here, place was friggin empty",1
""" i support slavery so much i think it should be brought back . """" people """" """" worked and were well behaved back then . """"""",1
i live on the west coast . if i lived on the east coast i would go for sure .,0
hey you fat embarrassment. veto the fucking spending bill. do your fucking job stop thinking you can outsmart the swamp.,1
you are a racist dem . a member of the proslavery party . you are,0
cuz he's a white boy and she's a minority .,0
switzerlands supreme court : giving a national socialist salute is not a criminal act kyttjlt,0
tragicmy personal viewtragicby historic traditional islamic law this is as it must be . this is correctplease not in usa,0
you don't think white supremacy exists ?,0
fact : more than 28 million americans would benefit from raising the minimum wage .,0
this ishika is wishing you well lobhely white,0
so zhids ordered stupid employees poor jew and other white collar working classlemmings that cal themselves,1
> gaytriot front > white nationalist,1
i hear some white man went to ny to kill a black . that's the real story of the day hunter . this attack was just a cry for help .,0
an identity europa member gives an excellent presentation on the decline of european people and its causes .,0
white meal,0
this shows what a complete & total liar ted cruz is - he said he wouldn't have nominated john roberts . really ?,0
nazis never went away . they call themselves the altright because you think people are stupid .,0
you are defending the right to be racist in public and white privilege ... call it what it is,0
Women deserve equal rights. And Other Hilarious Jokes You Can Tell Yourself,1
fact : 90 % of all interracial crime in usa is black on white swrm via,1
and now white sports fans get to see how when their numbers grow coons can and do ruin everything for us !,1
"Do you want to know how a depressed person can beat depression quick? Just give them a chair and a rope, the depression will be gone in a matter of minutes!",1
maybe feminists who hate men & want to blame the white race for everything wrong ?,1
186 kurdish students kidnapped by isis in northern myjihad islam muslims modi bjp swamyvsgandhis,1
the evolution of white supremacy in carolina ( part ii ) via,0
what vindication for us ! and what jackasses shaun king and all the white,0
border patrol union blasts white house plan ...,0
oh baloney . if you will look at tax revenues in those cities and per capita crime rate you will find you are wrong . fake news,0
nathan - why is a jewish person taking your place ? i thought it was about saving the white european race and culture ?,1
"absolutely insane. try that crap anywhere in central america and you end up buried in a desert somewhere. here, we give you 200k.",1
white genocide accelerates in italy : some italian schools are now majority non-white via,0
phones are 1 :1 not broadcast communication requires full opt-in . social media is 1 : many can be searched and found .,0
you're really trying to make american white again huh ?,0
why didn't spencer have an alt-right death squad surrounding him at all times ?,0
this is inciting hatred and violence against so please act strongly on this racist propaganda !,0
there is not such thing like jewish whites . jew is jew . thats their race . jewish race,0
"sick, sick, sick this muslim religion is very sick! penalty should have been removal of his private parts!",1
average black in america is 20 % european and significantly more african in the old cotton and rice belts,0
. burka niqab fgm honourkillings sharia jihad anticanadianvaluesbcuz its 2016 right ?,0
the south was hobbled by the fact th,0
there's going to be a race war in sa for sure you think ?,0
as whites are the real minorities on earth we need to protect them from everyone else who wish to destroy them .,1
"wanted dead not alive shoot to kill, that way they can't enter illegally again.",1
now i am to old to throw hooks out of move more intel,0
it's about internationalism ( communism / socialism ) vs . nationalism ( zionism / nationalism ),0
is a amazing video . if you're white and haven't watched this watch it . whiteandproud racism doublestandards,1
i thought you were jewish - not white .,1
people got called racist not for disagreeing with policies but for things like this :,0
feds only deport half of illegal aliens arrested for crimes in america! immigration tcot afire,1
in islam murder is part of the ramadan festival of activities .,0
we want less government not more .,0
white lives matter,0
personally i think the white dems are the worst accusers and use race as a wedge issue incessantly .,1
. : support for gay marriage has fallen to its lowest level in over a year h / t,0
people call me racist yet i have more in common with you a black man than i do with a white male who's vote for democrats,1
jews run banking media academia and govt ; you're the dummies .,1
""" rt : """" racist """" """" has lost most of its meaning w / whites . only thing we should be concerned about is not larping w / """"""",0
: well i do plan on red-pilling pretty much the whole alt-lite . i'm sure i'm not the only one . adlprophylactic,0
I want ugly. I want revenge for the communist attacks of 2017.,1
white pride knows it the world white heritage union knows,1
that means the daca people only not amnesty for all! and the daca people w/b processed to the fullest extent fee and investigation,1
i wish legal immigrants would stand up & take to the streets. w/ those that support zero amnesty & enforcement,1
"he would have been alive if she didn't come here for her freebies,,,",1
dems will be disappointed but will justify & glorify his actions by blaming pres trump & all white people except white dem / politicians,0
obama met with ceos 5x . staff met w / business 10x . they've met with ice agents 0x . immigration,0
so you're maintaining that santa claus is really a white man ?,0
i was so relieved when he left the white house,0
you suck stupid white bread,1
she is a vile woman . and the face of the democrat coastal party . such intolerance . 2b expected though .,0
they only exist in your head . you all are actively calling for violence against non whites .,1
i assure when we form the government we will bring back every single rupee of black money : modi live : chaipecharcha,0
speaks 2-3 p . m . today at values voter summit ! > > pjnet tcot t2sda orpuw lnyhbt,0
: tell your representative to support hr1797 - let's stop the war on ( unborn ) women ! theyfeelpain,0
well people in the us chose to die 90 a day by guns . i guess we'll take a minuscule fr,0
""" i want to pushback on the myth that """" conservatism doesn't conserve anything . """" """" that's a half truth . when it comes to the unpopular neoliberal economic agenda they've been very successful with that """"""",0
white supremacists can't shoot up something they don't know exist,1
i already know about your white pride sir ... . many white supremacists groups are talking and writing about it ...,0
case registered against a rohingya refugee for carrying indian proofs aadhaar card pan card & voter card : pahadi shareef police hyderabad,0
where did i say that ? nonsense . i said his call against multi-culturalism . and many of your fellow priests in the us are not white,0
- : this is also the word ! workingclass cnnblackmail fnn,0
sure they have but they were unsuccessful look at those countries now ...,0
15 year old white danish girl blinded by african muslims in hate crime | read more : via,0
we as americans best wake the frack up! this is against our constitution and our morality. these people are animals and should be treated as,1
america's freedoms are too good for these muslims that hate us they should be deported immediately,1
picture symbolizing what diversity mass immigration black empowerment affirmative action is doing to white america :,1
i'm grounded in southern / texan culture as passed on by my parents and teachers . and reinforced by the everyday interactions of the people in my community .,0
 : detroit : the death of white civilisation,1
in georgia the truconservatives are incapable of stopping the radical left from forcing christian pastors to perform gay marriages,1
white people are told that wanting to exist is inherently racist immoral and unimportant .,0
boycott & bankrupt corrupt religious-fanatic racist alec magnates funding hate-crime = blacklivesmatter,0
identity defies the global marketplace by at -,0
reza aslan is a zombie who feeds on human brains . that explains everything,0
just vote her your guts if you want to survive from islamists.,1
""" : """" drumpf's white house of cards """" """" featuring """"""",0
we need strong christian men and churches . these cucks are willingly destroying our people .,1
 : : what big companies oppose a small business ' case for religious freedom ?,0
you can't be both . jews are the 1 enemy of the white race period .,1
""" rt """" this flat is for blacks only """" """" : shocking racist campaign to force white mum out of home | more : """"""",0
anything but southern and texas nationalism is worthless to us hunter .,0
stupid fat she-boon,1
the interference of us soldiers residing in south korea are delaying the reunification progress .,0
( ( ( hello my fellow white people . ) ) ),1
white western race nations are going through a rat infestation & when the white westerners are gone the remaning races will still be just rats,1
the white entitlement of bernie bros via,0
jew agen ! why can't he us them be yazidi ? islamistheproblem,0
you should call yourself jewish media pundit and american traitor propagandist . block us we need something new,1
tyles of plantation ( also a measurement ) was determined by geographical ( the south is the size of europe ) location climate & soil,0
white separatist author weissberg on : : :,0
as always a complete bias against white people . no hate charges for black power . white lives do not matter .,1
standupwhiteman 14words white revolution is the only solution .,1
anti-whites upset by stagnation of mixed-race couples in canada | full story :,0
hunger in us ? like third world ? not even beef and bread ? maga !!,1
nobody is worshiping either of those monuments .,0
i just hope native europeans take a que from israel and start cooking piggies hot and hard b4 its too late! pussy eu,1
new york rabbi charged with stealing $ 12.4 million from disabled kids via jewish rabbi art2light,0
the jewish people have not harassed or tried to intimidate me ? ?,0
why don't they ever dream of returning to their 3rd world cesspools and turning them into 1st world civilizations?,1
""" """" it is shocking that such a high percentage of people even believe that america has a ' white european heritage . ' """" """" """"""",0
hate group promotes anti-muslim racist and xenophobic rhetoric . counteracthate,0
""" lower iq and the resulting aggressive behaviours inability to learn complex sciences inability to self-reflect ( """" kangz """" """" etc ) . impossible . """"""",1
she's another low iq hollywood liberal . islam is submission and btw if they ran america,1
all of us in india have been inspired by your aspirations for your country and africa : pm,0
where's my can of raid ? i found a nest of swastika covered cockroaches on twitter . punchnazis,0
you have to look at context / history in this country . also today i believe people should judged by merits + qualifications not race .,0
who is going to foot the bill when the white people are gone ?,1
the traitors are the ones who are not trying to stop the jews from turning american into a non-white country .,1
could just as easily be a white nationalist goyim .,0
liberals demean our own heritage yet revere foreign culture either out of guilt or an inferiority complex .,1
radical white supremacy is the way forward .,1
aam aadmi is not copyright of aap party . don't underestimate the power of aam aadmi . if it can push u up . it can bring u down faster aap,0
islam is threat to whole world wake up leaders ! those who appease them do it at your own peril ! ban islam !,1
it's gotten to the point where the left oppose anything that makes them uncomfortable . sorry kids but the world is not a safe space .,0
shitlibs are purging the white males for criticizing hillary :,1
this nieger thinks u white trash sucks !,1
people have been combing over video frame by frame on youtu,0
""" christian hate minister walid shoebat says """" kill gays """" """" """"""",1
""" cultural marxists persecute 3 - year olds for """" racism """" """" in britain | more : via """"""",0
black population is 13 % . white 63 %,0
"""I'd bet a bag full of the finest jew hair that my level of hatred for kikes surpasses the entirety of the 220 million dog eating chinks in Chinkland. Not only are The Yellow Jew patterning their own culture after the bugman mentality, they are actively spewing bioindustrial waste all over their land in the name of """"progress."""" Chinks are kike knockoffs. Gas 'em.""",1
can't wait to take the tunnel in and out of mexico !,1
""" """" it's okay to be white . """" """" i'm white & i'm proud . i'm not afraid to say it . they can only stop you if you let them stop you . """"""",1
satej patil son of bihar governor dy patil trails by 2970 votes in kolhapur south against bjp's amal mahadik decision2014,0
every india lover must boycott these pigs movies,1
all are missing are some white hoods and fire,1
when you slander and assault people because they voted for a candidate you don't like yo,0
well the new white house priorities are legislation asks .,0
Gay Muslims are the horniest. They blow the entire neighborhood.,1
expulsion of white farmers has destroyed zimbabwe | read more : via,0
thank you so much for coming . this speech will prove to win more than they realize . altright pizzahutjew,1
want proof that i am german kaiser ken ? twitter has over 100 million user yet it singles me out for suspension on mundane activity .,0
be sure that it will happen,0
pedophile must have autocorrected to populist,0
obama paid for the illegals!,1
if you think the articles are bad wait till you get to the comments .,0
again : fair is a racist hate group . thank you senator for protecting all the people who come to america . it's better for us all .,0
remind me what happened at uc berkeley at 8: 00 pm on feb 1st ?,0
a minority of jews agree . i am part jewish and agree . is a jew that hypes this .,0
I didn't know that such a dark girl could be pretty.,1
get this guy in & fighting with us on projectsiege to take back our campuses from cultural marxism,1
why do nt jews like the internet ? because they always got roasted by nazis,1
while the left portrays conservatives as terrorists who mow down people in trucks islamic terrorists are actually doing that .,1
our native american senator goofy elizabeth warren couldnt care less about the american workerdoes nothing to help !,0
french politician : france belongs to the white,1
none of which goes to abortion . hydeamendment,0
""" : australia returns non-white invaders to sri lanka ; jewish """" human rights """" """" groups flip out """"""",1
we hate white people liberalismin4words,1
""" """" what do we do if ? """" """" - antifa attacks with x or with y-police do x or don't do y-infiltrators among """"""",0
we who are pro-white want to preserve the white race . we believe that all races have the right to exist including the white race .,1
white genocide is,0
white south africans trapped like frogs in boiling water as anti-white racial violence escalates via,1
jews are anti american anti white liars and propagandists .,1
i ca nt wait for harriet tubman to be on the $ <number> bill i can finally use black people as currency again .,1
""" rt they couldn't make their message more clear : """" we are trying to replace and destroy white people because we hate you and what you've built . """" """" """"""",1
: when i say i hate white people this is why lool,1
white guy attacked by illegal alienaccused of being racist by a mexican .,1
jews have their own ethnostate yet dehumazice any white gentile who wants the same . hypocrites .,1
"Yes, you're both. @kfuru16: My sister is a woman and Asian. She is the worst driver in America notracist notsexist",1
algorithm white power !,1
haha ! you can tell is a lot nicer than normal antifa trash . she just got caught up in somet,0
yet it only makes me dig my heels deeper . they will not win .,0
286 arrested ice's largest enforcement surge targeting criminal aliens,0
""" rt racial separation would mean the end of """" white supremacy """" """" """" """" white privilege """" """" and white police shooting blacks . """"""",1
""" thedemocrats donna brazile's new book """" hacked """" """" focused on """" """" killing the cancer not the patient . """" """" the cancer : hillary obama wasserman """"""",0
""" """" i stand fer the confederacy but i hate you racist white people ! """" """" """"""",1
these leftist jurists are going to ruin the idea of a nation of real laws and replace it with liberal ideological emotive reasoning .,0
what's a white supremacist ? aren't you just anti-white ?,0
come together white people or perish,1
pl . get this case transferred,0
fyi this is a racist account pretending to be a jew to defame jews .,0
""" rt people under every regime have """" freedom to believe """" """" . what sets us apart is the firstamendment-protected free exercise of beliefs . """"""",0
more diversity in america : white couple brutally beaten by racist negroes | read more : via,1
illegal is not a race . true . but they aren't pulling over cars looking for white law breakers .,1
"he should be shipped off to the middle east and have to serve 1 year, until he can return to the nfl! i think he needs a visual aid..",1
genetics w / out the context of environment are meaningless . watch :,0
a white guy who refuses to be disrespected and has the audacity to stand up for himself . every cuck in america is outraged,1
why is it the jews & catholics of europe wanted to come to a country founded by evil white nationalist protestants ? scalise,1
lol that doesn't advance your narrative . unifying non-unified people .,0
for the time indian editors should do investigative stories about each other .,0
""" """" : jewish harvard professor noel ignatiev wants to abolish the white race via wr """" """" """"""",1
missionaries in india : conversion or coercion ? via,0
""" ancestry than rest of south . i wonder how much it rlly is since """" scots-irish """" """" was not an option on the survey . """"""",0
narendra modi has turned india into a magnet : mckinsey ceo dominic barton - the economic times on mobile,0
im black and all white people have inferior everything to me,1
i fuck my wife the same way islam fucks muslims . <repeat> <number> times a day and she has to face me while being submissive .,1
i have a need to hang out with people that are different than me . people o,0
"how dare you assume gender. it's equality, baby.",1
ramrahimverdict : delhi transport corporation has suspended bus services to ncr due to incidents of arson,0
""" rt """" hey fellow white people white nationalism is not the answer . """" """" """"""",0
' black lives matter ' bans white people from meetings ...,0
brigitte gabriel i love your passion for truth . i hope to see you in next presidential cabinet . god be with you !,0
co011 : on white nationalism part 1,0
sargon and richard spencer two of my favorite people,0
can i join your clan i need it for college credit and my teacher said if i join a club / clan i will have enough credit to graduate,0
""" i'm white explain to me how your """" movement """" """" isn't racist ? """"""",0
not all white grandfathers were racist . and those ppl are not us .,0
i so love this tweet ! racist !,0
it's statues now . eventually it will be calls to ban vanilla ice cream white bed sheets and to denounce snow as racist . insanity .,1
: my hope is that the altright eventually advocates for white peopl,0
yeah hopefully sweden can b saved . america is a lost cause few white people stand up .,1
british royal navy challenges spanish warship over illegal incursion into gibraltar's waters,0
white people yelling at other white people about non-white people .,0
anonymous releases 300 + names and contact links of alleged kkk members,0
no bloody way.tell the moslims where to shove it.in a polite way obviously,1
should be defined for the preachers of hate as well if you hate us so much you don't deserve to be british,0
iranians may be caucasoids but they aren't white . no one definitive race classification .,0
We don't keep eating utensils in the car. That's what FAT FAT FAT people do.,1
well it certainly would be odd for anyone other than a white person to be a white supremacist ? especially a black man .. common sense much ?,0
build a wall around the cali state lines ... call it prison .,0
"if you even pay taxes, hermangutierr.",1
bbc headline on isis suicide bombing in germany : syrian migrant dies in german blast wakeupamerica,0
""" you mean """" the white thing """" """" """"""",0
way to stan for the white supremacists jad,0
can you describe exactly what sneak attack was ? antifa hitting w / baseball bats ? throwing stuff ? punching ?,0
via : nobel prize winner malala yousafzai donates $ 50000 for un schools in gaza tcot,0
go back u piece of shits.,1
""" rt : """" snow college ices religious freedom """" """" """"""",0
why gang for every race + ab jews ... but no white aryans ? because u lost ... the biggest among u will die . but props to,0
""" jews are only """" white """" """" when theyre shilling for something . """"""",1
no one cares about whites . dangerious minoritys are taking our country ! thx for sharing brother . 14words teaparty,1
the ethnic minorities and especially pakistani muslims are the only demographic strongly supporting the labour party . concentration of votes,0
is that a picture of u . trump proved this week that he supports racist . people that hate u . are u mentally competent . wow ! ! !,0
Whats worse than a Jason Aldean concert? Being black,1
hu-white people !,0
no no no it was clearly a white heterosexual cisgendered white man staring the fire he just blamed the nearest black man .,1
here you are lying in your profile saying blm is causing racial divide while i thought it was 500 + years of racism white suprmacy,1
the and are nothing more than attention whores. both more worthless than cockroaches and should be exterminated.,1
David Hogg needs his ass kicked.....right after his parents get theirs kicked for raising such a wretched human being.,1
""" rt west bengal now most unsafe state in india """" sonar bangla """" """" turning into a terror state bengalaskmamata """"""",0
white south africans trapped like frogs in boiling water as anti-white racial violence escalates swrm,1
""" """" obama's son """" """" killed brittany watts for being white via """"""",0
because blacklivesmatter is an anti white hate group .,1
stacy nationalism ?,0
yep you're the racist one one thing you finally admitted here,0
