text,label
North Korea Refugee Journeys Complicated by China Coronavirus Lockdown URL,0
"To report an incident of anti-Asian discrimination, visit: URL",0
Ayeeee! Get ready! LayNewCharitySong @layzhang @lay_studio,0
Dried seafood large-sized scallop 1 Pound (454 grams) from South China Sea ... URL,0
"But I thought that, you know, Putin kicked COVID19 ass :thinking_face: :thinking_face: and you KNOW that China has been lying about their numbers. It is WAY WORSE and they are telling the world. ChinaLiedPeopleDied ChinaLiesPeopleDie TrumpVirus TrumpIsAnAsshole",1
@ABCPolitics Now do China. And repeat for three months so as to offset the last three months of fakenews you've been spewing about the ChineseVirus by pretending that China wasn't full of shit.,1
"This revelation is gut wrenching. So China is lying 2 the World about Coronavirus infections n Deaths. Hi @MOH_Kenya we are not ready for this, when u tell 239 Chinese who arrived in KE from Guongzhou to 'Self-quarantine', who will monitor them if they are doing so. @WHOKenya URL",0
Will warming spring temperatures slow the coronavirus outbreak? SEE DETAILS AT ==&gt; URL,0
"Man fuck whoever patient zero was, hopefully they died considering they started this whole pandemic fuckchina coronavirus",1
@jsolomonReports Our amazing POTUS will beat this WuhanVirus and then punish CHINA for unleashing this… URL,0
Join free bystander training to combat the rise in anti-asian attacks and becool2asians URL,0
@ABC I stand with Asians. Washthehate,0
@vwang3 As was once said : China is No. 1 - if you do anything that causes the perception of China to change from… URL,0
"Fuck You, China. (Covid19) URL",1
Calling it 'the Chinese Virus' is NOT taking it seriously. ImpeachTrumpAgain RacismIsAVirus URL,0
I have a picture of the fence and trailers but I’m scared they’re going to come knocking at my door in hazmat suits and demand my IPhone.,0
"Corona can fool the test kit – there were cases that they found, the CT scan shows both lungs are fully infected but the test came back negative four times,” the whistleblower said. “The fifth test came back positive.”.. URL",0
"""@IndoPac_Info That's Great! Who wants to buy a """"F China"""" Bumper sticker? ChineseVirus BoycottChina COVID19 ItCameFromCHINA""",0
 :rolled-up_newspaper: News&amp;Rumors :keycap_3: / :keycap_3: outbreak2020 - COVID19 - WuhanVirus :hollow_red_circle: Coronavirus 'could cost global economy $1.1tn in lost income' - URL,0
"We are aligned with the WashTheHate campaign in taking a stand against the anti-Asian bigotry, discrimination and violence that has surfaced during the coronavirus pandemic. These acts of hate are unacceptable. Please show your support and join us. UtahWashTheHate URL",0
@PrisonPlanet thats why I never stopped calling it the Wuhan Virus. Fuck PC culture,1
"No kiss, No hug coronavirus",0
"@FirstSquawk Cc: @BNODesk The west coast was always going to be the center of the North America outbreak. Now, we… URL",0
"""@MelindaMann01 @PoliceBelief @jennyleong @JaneCaro The virus ORIGINATED in Wuhan, China. By originated I mean """"began"""", and this ties to geography not people. Only a complete racist could interpret the geograpical naming of a noteworthy event as racism. What next, those government mandated """"made in China"""" stickers are racist too?""",0
"One of our students at Tech expressed concern about xenophobia when it comes to COVID-19. Call it CoronaVirus, call it COVID-19, but don’t call it the “Chinese virus”. By using that term, you’re promoting hate crimes, racism, and discrimination. iamnotavirus racismisavirus URL",0
@NYGovCuomo Go ahead and thank them for the whole fucking pandemic you incompetent asshole. @WuFlu. @fuckchina,1
"""@JustinTrudeau I AM INVINCABLE,FOR I RESEARCH AND KNOW FOR A FACT THIS IS AN ENGINEERED CRISIS TO DISCREDIT CHINA ALL BECAUSE AMERICUNT TRIED TO FUCK THEM OVER WITH A 25% TARIFF AND CHINA EMPHATICALLY SAID NO,THATS WHAT THIS """"VIRUS"""" IS ALL ABOUT,BUT THE CHINESE WROTE THIS BOOK. URL",0
"@KrayzAlex92 @davisb29000 @JeffroBodine9 @Alyssa_Milano A single country? What other country started the virus, lied about it to the WHO, expelled foreign scientists, silenced doctors, allowed 5M people flee from infected Wuhan, and allowed tens of thousands of people to fly to the US &amp; Eruope and the Middle East?",1
"@Enjoneer01 @IlhanMN Asking to happen is about as stupid as demanding a cure for Wuhan Virus to be done tomorrow . Omar is all shit talk , mostly about things she has no idea about . Lip service that sounds pretty .",0
"@LoriinUtah @realDonaldTrump I'm far from an expert on subjects organic or martial, but I recall reading a while ago that China has a biological weapons lab in Wuhan. If true, the Wuhan virus may have escaped into the wild by accident. Their sin was trying to hide the leak. URL",0
"Dear Asian folks, I know that some of you know this, but it bears repeating, assimilationist respectability politics will NOT make racists love you. It won’t stop Trump from saying “China” likes its a dirty word. That’s not how this works. Yours sincerely, Black folks",0
@Imamofpeace it is Chinese virus sir... Haven't it killed the number of people you want it to kill before you release the vaccine??,1
There's already a cure for the over-hyped Coronavirus. We just have to wait for the guys who designed this bioweapon to release it... after their agenda has been successful. PS - @donlemon is a little bitch,0
"One and only, fucking one and only.",0
@mttywayne15 @TheWayneOffendr @nickwirbel @ChrisDepo @DanCrenshawTX ‘Congratulations’? Is that another stab at clever snark? Trump created the shit culture. Every weakling who runs around calling Covid-19 the ‘Chinese Virus’ because they think it makes them sound like anything other than a poser patriot fuels the environment created by the GOP.,0
@charliekirk11 Sick: Stop stirring the pot of racist soup by calling it the Chinese Virus! racism RacismIsAVirus,0
"@3reads Hey, 3M does alot of shit.. like N95 masks coronavirus",0
@Imamofpeace FUCK CHINA......... ChinaVirus ChinaVirus19 ChinaLiedPeopleDied URL,1
The Four Coronavirus Scenarios: The Bad; The Worse; The Ugly; And The Unthinkable. FACTS COVID19 coronavirus Epidemic CoronaOutbreak Quarantine ChinaVirus China Wuhan 2019nCoV pandemic COVID19 COVID_19 COVID-19 ChinaVirus URL,0
"Like @andrewyang, we at ⁦@abc7newsbayarea⁩ are deeply concerned by the racial aggression vs. AsianAmericans in the wake of COVID19. Join me for the ABC7 virtual town hall Thursday 4pm to find solutions, together. :flexed_biceps: URL",0
These sick F*ck commie Democrats will only love for this shit to get out of control just to hurt POTUS politically since they have NO MESSAGE to run on and got MEDIOCRE candidates running,0
IAmNotAVirus hits back at racism and xenophobia as paranoia and anti-Chinese sentiment mounts over the coronavirus outbreak. URL,0
And she has the unmitigated nerve to say @POTUS is the reason the WuhanVirus has spread? She has 0 f**ks to give where America is concerned. She hates Trump &amp; America and will do everything she can to destroy @POTUS and America. DemocratsHateAmerica,0
"ALERT: Don’t forgot2add these CommieNWODemLEFT anarchists who obv.H8 USA&amp;our hist.,culture, Const. ,values, beliefs&amp;philo. 2your boycott list! Hollywood attks Trump re Coronavirus OO Addrss&amp;call 4unity&amp;calm&lt;=by none other than loudmouth celebs ! KAG URL",0
"@AOC @AOC What the fuck are you rambling on about now!? Sit down, shut the fuck up, &amp; Suck start a .45. Let the professionals take care of everything. Your a spoild privileged little girl who bitches and complains, &amp; wont do shit yourself to help others. COVID19 FakeNews WuhanVirus",0
that British couple on the coronavirus cruise ship who thought because they vote Tory that the government should get Richard Branson to come and rescue them though :OK_hand: when will you people realise that the Tories don't give a fuck about you? the rich are not on your side.,0
"@JackMa Jack, this virus is given by your country and now you are playing this gimmick and showing Solidarity with these affected countries. You are same as terr0rist from another community. I would like to baptised this Wuhan virus as ChinaVirus, ChineseVirus",1
Would you believe anything coming out of China? IMHO anything they say is full of shit! Communism at its best. Dar… URL,0
"@bandrews_brian @DebbieE76332102 @senrobportman @realDonaldTrump @WhiteHouse @GovMikeDeWine His dumb ass still calls COVID19 Chinese virus . Sit your ass down , this is why people think the USA is ignorant and racist . Their are Chinese Americans being verbally attacked and assaulted . Because of his choices .",0
Asian Americans use social media to mobilize against attacks COVID19 caronavirus WashTheHate RacismIsAVirus URL,0
@Pappiness @realDonaldTrump Chinese virus sounds right to me.,0
"Shame SouthKorea ! You also have cruel eating habits like China... dog, cat, horse, live sushi... etc.. URL",0
I keep hearing/reading about Asians being verbally and even physically attacked. All I have to say is this: RacismIsAVirus,0
Look at this crazy bitch talking total shit. When she was enthralled with bogus impeachment...she should’ve been serving the people as SOH &amp; dealing with the ChinaVirus. But no.......,0
The rise in racism against the AsianAmerican and AAPI community during the COVID19 crisis is unacceptable. Join @ActToChange's virtual conversation on 4/3 with @MaulikPancholy @RepGraceMeng @vivek_murthy @HudsonDYang: URL,0
A BOP Check on your Asian friends. ‘I Become a Person of Suspicion’ URL,0
Communist China doing Communist things. That country is fuckin ass.,1
"ChinaVirus , China made it and spread it, this is China ’s glory Cina Origin Virus ID-19 WuhanVirus WuhanCoronavirus CinaVirus CinaCoronavirus 武汉肺炎 中国肺炎 武汉病毒 中国病毒 Execute To Be No.1",1
"It is Sunday, April 5, 2020. One citizen, I call for the removal from office by any legal means, the impeached fasc… URL",1
"@l_pavlatos @AnonPath @FlickerNorthern @Rae96694001 @jetrotter @FBI Yeah, but calling it the Chinese virus or the Wuhan flu makes it seem like it’s the Chinese citizens fault. It isn’t. It’s the dumb bitch they’ve got in charge. Winnie the Pooh looking bitch. You know who I’m talking about.",0
"@viewfromE @ezralevant Trudeau is doing this all according to his agenda. He's had his head up China's ass for years. All while they've filled his pockets with Chinese influence and cash. His love for China is nothing new, he's just furthering it at the cost of Canadian misery and lives with this virus",0
BREAKING: South Korea confirms first coronavirus death,0
"As the Chinese stigmatize &amp; torment Africans in China, their kin are perfecting the traditional trade of faking and impersonation elsewhere...",0
@GandalftheWhi19 The Chinese and the South Korean researchers say that the found in all cases (post mortem) that th… URL,0
Go out n bring home the V so that the locked in 6% seniors are sitting ducks. This time Sir Rajiv has proven that all logical folks can also have chink in their armour..,0
"Yaa, we won't call it Chinese. @firkey_ @pokershash ChineseVirusCorona ChineseVirus worldlockdown… URL",0
No more fake news. :black_small_square: ChinaLies CCP Chinazi BoycottChina WuhanCoronavirusOutbreak AnywherebutChina. :black_small_square: URL,0
"Australia, you make China proud with every such move you make. What a shame that a democratic country has become such a submissive bitch, just the way CCP likes it.",0
@SkyNews @Independent @Channel4News @itvnews @BBCNews @BorisJohnson @10DowningStreet @Conservatives @patel4witham S… URL,0
I stand in solidarity with the Chinese people and China. IAmNotAVirus JeNeSuisPasUnVirus coronavirus,0
A racist stabbed an Asian American family -- including a 2 year old and 6 year old -- because he thought they were Chinese and therefore guilty of spreading COVID19 . . . . stabbed a 2 year old &amp; 6 year old IamNotAVirus URL,0
Is Australia's Travel Ban Justified ? :backhand_index_pointing_right: URL,0
Lmfao! Those cunts got this for long.They Had 98% recorverey &amp;&amp; 2% lethality. Italy UK US &amp; Spain have recovery rate less that 10%. China lied to the world. Fuck ‘em!,1
"@Brit_in_China @asianpocunite Either the Wuhan govt, Beijing or a combination of both were responsible for the non… URL",0
"""Trump Appoints Pence To Lead Government's Coronavirus Response URL",0
What the actual fuck is wrong with people to think this behavior is okay. It's not the end of the world. Calm the f… URL,0
"Things that are deadlier than the coronavirus number 76: 101 years ago a massive tank of mollases burst open in Boston, causing a sticky wave that killed 21 people and injured well over 100. The great mollasses flood spread at about 35 MPH.",0
"""Don't call it the """"Chinese virus"""" URL",0
“Asian Americans ... appreciate the job that we’re doing.” NotThisGuy IamNotAVirus URL,0
"@TrumpCivilians @HawkingDead @_seize_the_carp @michaeljknowles @greggutfeld @mmfa Oh and let's not forget the fact that he has been warning us for over 30 years that dumping all of our economy into China will eventually come back to bite us in the ass. Well if the Chinese virus isn't proof enough for you all, then I don't know what is.",0
"Valerie Chow was mobilizing her tv production co, Thirsty Tiger to launch becool2asians + combat anti-Asian COVID-19 hate when she was attacked for being Asian. She’s now channeling fear + anger into producing positive messaging about the Coronavirus. Stay tuned for our videos! URL",0
"Why are you saying WHEN not IF we get Covid19 here? YOU CAN CLOSE THE BORDERS &amp; prevent this! You're stopping Chinese but what about Italians? Katrina, Grenfell and Fukishima all tell us INCOMPETENT politicians will kill us all ! @ScottMorrisonMP @AlboMP @2GB873 AuspolSoCorrupt",0
 :microbe: :microbe: :skull_and_crossbones: :skull_and_crossbones: You are a poor ghost from : Kenya. Niggas: You took the Chinese government and got blood. And the virus : $ 20 million: you will be condemned. God will repay you. The sky will: Thunder hack your black dog!,1
"@Haha62181120 @HuXijin_GT FUCK YOU CHINES VIRUS Name : ChinesVIRUS Birth Place. : WUHAN China Date of Birth : 1st nov 2019 AGE : 5 months Total Crime : 30, 000 Human death Award : CHINES VIRUS noble prize Objective : Destroy Human FUCK YOU CHINES VIRUS You eat potty all world sending you CHINESVIRUS",1
See what I said that countries need to invest in health start up companies and not just bitcoin mining start ups...re-aligning the priorities. Let's go. COVID19 coronavirus lockdown,0
@BNODesk Why does anybody still give a shit about what china is saying? They are telling one lie after the other either way. ChinaLiedPeopleDied,1
"""We were told by @Stanford Doctor buddy ours January 24 when asked about Wuhan Virus.. """"Prepare for the worst"""" ...and we closed our ad agency on Monday - February 17 and sent everyone home. China covered this whole Damn thing up and the Fascists in Beijing are Pure Damn Evil! URL",1
It is worrying that the Corona Virus disease is now global Infections in over 59 countries While the countries in white are not reporting any infections. More likely that they are not having the process or infrastructure for testing the infection @thewuhanvirus URL,0
"ChinaLiedPeopleDie ChineseVirus19 WuhanVirus ChineseCoronavirus....#ChinaGovernment has blood on its hands. Lockdown economically crippling many but many countries..now how dare they say they helping globally? China to be Sanctioned by every country. People dying, ppl sick",1
"The People’s Collective for Justice and Liberation presents a Townhall on Anti-Asian Racism : Race, Struggle and Solidarity in the Time of A Global Pandemic Sat 3/28 from 3-5pm PST/6-8pm EST RSVP Here: URL",0
Considering there is no such thing as the Chinese Virus URL,1
"If I could take a time machine back six months I wouldn't have stopped most things, including the Wuhan Lab-rat Bat-fuck bio-weapon virus or any personal hurts, but I'd damn well put a stop to that fucking Bob Dylan song with all the ardor left in my now ever-shrinking testicles.",0
"@reaoDonaldTrump That's more like it, ya doss chinky cunt, now stick your middle finger up your arse. :thumbs_up_medium-dark_skin_tone: ",1
"Anyone else do a sneaky fist pump when every recycle bin in the street goes thud, and yours puts pressure on the wagons hydraulics and goes chink, chink with all the bottles? Or is it just me? :face_with_tears_of_joy: ",0
@willhart_23 @xenodwarf @whataboutnowpod This is what happened after Trump was called a racist for stopping air travel from China. These people hate. They told their dedicated “everyone’s a racist” Democrat followers to do whatever they wanted. How many were infected because of these people? Why? URL,0
Ducks will becool2asians.,0
"""""""Stay strong. Stand up. Have a voice."""" @redhongyi antiAsianracism KitaJagaKita RacismIsAVirus IamNotAVirus URL",0
"""@ScottGottliebMD you are a """"doctor"""" and you believe that shit? you chinese hack... ChineseVirus""",1
Even Cars and Coffee is going virtual thanks to COVID-19. Film your car at home and the Petersen Museum will show it off on YouTube. URL,0
"Individual stories, especially from people within marginalized and vulnerable populations, are often lost in outbreaks. I encourage a listen: Three queer stories in the Time of Coronavirus",0
@Pepitog87237645 @NightmarePetrol @BTS_twt get outta here with that ching chong corona virus dog eating shit,1
@RepAdamSchiff Ignorance must be bliss. The Chinese virus has killed people all over the world because the Chinese… URL,0
sickening how y'all are using this corona virus outbreak as an excuse to be racist to asians,0
@triciaonkiss @tedcruz Oh are you a pyshic can you accurately predict how the virus will kill/ spread or mutate? If not then shut the fuck. FunFact more people died under Obama from Sars and Ebola then the Chinese Communist Parties Virus,0
"@RepGregMurphy See? Although we are facing COVID ,China still has not given up his aggression CCP do be the biggest enemy to us in the battle of ChinaVirus",0
'All they see is my Chinese face' - there's been coronavirus racism/xenophobia agst Chinese &amp; Asians around the world. What does this wave of Sinophobia tell us about the way we fear China? My BBC News analysis: URL,0
Have you listened to the latest episode with @angiekayhong? Link in bio! somedayisherepodcast asianamericanpodcast representationmatters womeninleadership ethnicidentityjourney flattenthecurve COVID19 coronavirus IamNotAVirus URL,0
"They did not name it Covid-19 until mid-February. Do you know what they were calling it before that? The Chinese virus, that’s what.",0
Parents of Pakistani students stuck in China after the Coronavirus outbreak protest as govt advisors Zulfi Bokhari and Zafar Mirza run away from the presser. URL,0
"Dear Universe, May coronavirus save humanity by turning us toward one another. May CoronavirusPandemic remind us that borders between nations cannot quell radical human love in response to deep need. Thanks China for teaching us how to be in embodiedsolidarity with humanity",0
"Trump says the coronavirus is a hoax. Put your money where your mouth is, bitch - go to China. Now. Coronavid19",0
u know my mom had a point earlier that she brought up: what if this coronavirus shit is bioterrorism?,0
@IronMarkG Just a chink in the armor,0
I hope ji xinginp gets fucked by a cactus.. WuhanVirus ChineseVirusCorona,1
"New podcast! @clintworthing sits down with the inimitable @tzima8 to talk about Netflix's Tigertail, Mulan, and fighting anti-Asian bigotry in the time of coronavirus: URL",0
Have a read: URL,0
